ID,lonid,latid,ObsYear,season,VANCAR.median,DANPLE.median,AGRAVAN.median,EURPRO.median,CHICAT.median,ASCMON.median,VANCAR.n,DANPLE.n,AGRAVAN.n,EURPRO.n,CHICAT.n,ASCMON.n
11116,-93.75,35.25,1995,spring,107,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
11117,-93.75,35.25,1997,fall,NA,200,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
11118,-93.75,35.25,1998,fall,207,207,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11119,-93.75,35.25,1999,spring,161,161,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11120,-93.75,35.25,2000,fall,240,240,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11121,-93.75,35.25,2001,fall,225,225,225,NA,NA,NA,7,5,7,NA,NA,NA
11122,-93.75,35.25,2002,fall,242,242,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11123,-93.75,35.25,2008,fall,205,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
11124,-93.75,35.25,2009,spring,181,181,NA,NA,NA,NA,14,10,NA,NA,NA,NA
11125,-93.75,36.25,1995,spring,105,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
11126,-93.75,36.25,2018,fall,NA,198,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11127,-93.75,36.75,1995,spring,104,104,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11128,-93.75,37.75,1993,spring,167,167,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11129,-93.75,37.75,1994,spring,NA,173,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11130,-93.75,37.75,1995,spring,172,172,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11131,-93.75,37.75,1996,spring,170,170,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11132,-93.75,37.75,1997,spring,169,169,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11133,-93.75,37.75,1998,spring,167,167,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11134,-93.75,37.75,1999,spring,165,165,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11135,-93.75,37.75,2002,fall,NA,239,239,NA,NA,NA,NA,5,7,NA,NA,NA
11136,-93.75,38.25,1993,spring,NA,170,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11137,-93.75,41.25,2015,fall,214.5,225,NA,NA,NA,NA,14,95,NA,NA,NA,NA
11138,-93.75,41.25,2015,spring,NA,180,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11139,-93.75,41.25,2016,fall,200,206,NA,NA,NA,NA,14,55,NA,NA,NA,NA
11140,-93.75,41.25,2016,spring,172,167.5,NA,NA,NA,NA,7,20,NA,NA,NA,NA
11141,-93.75,41.25,2017,fall,208.5,201,NA,NA,NA,NA,28,55,NA,NA,NA,NA
11142,-93.75,41.25,2017,spring,173,174,NA,NA,NA,NA,42,35,NA,NA,NA,NA
11143,-93.75,41.25,2018,fall,192,207,NA,NA,NA,NA,21,80,NA,NA,NA,NA
11144,-93.75,41.25,2018,spring,174,171,NA,NA,NA,NA,28,65,NA,NA,NA,NA
11145,-93.75,41.75,1993,fall,NA,206,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11146,-93.75,41.75,1994,fall,NA,203,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11147,-93.75,41.75,2014,fall,NA,187.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
11148,-93.75,41.75,2014,spring,157,162,NA,NA,NA,NA,7,15,NA,NA,NA,NA
11149,-93.75,41.75,2015,fall,206.5,211,NA,NA,NA,NA,28,65,NA,NA,NA,NA
11150,-93.75,41.75,2015,spring,NA,178,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
11151,-93.75,41.75,2016,fall,219,218.5,NA,NA,NA,NA,7,50,NA,NA,NA,NA
11152,-93.75,41.75,2017,fall,204,213,NA,NA,NA,NA,28,45,NA,NA,NA,NA
11153,-93.75,41.75,2017,spring,166,136,NA,NA,NA,NA,49,35,NA,NA,NA,NA
11154,-93.75,41.75,2018,fall,189,217,NA,NA,NA,NA,14,115,NA,NA,NA,NA
11155,-93.75,41.75,2018,spring,NA,175,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
11156,-93.75,42.25,1991,fall,194,194,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11157,-93.75,42.25,1992,fall,193,193,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11158,-93.75,42.25,1993,fall,NA,198,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11159,-93.75,42.25,1994,fall,NA,190,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11160,-93.75,42.25,2006,fall,253.5,230,NA,NA,NA,NA,56,75,NA,NA,NA,NA
11161,-93.75,42.25,2006,spring,NA,180,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11162,-93.75,42.25,2007,fall,250,212,NA,NA,NA,NA,77,180,NA,NA,NA,NA
11163,-93.75,42.25,2007,spring,161.5,163,NA,NA,NA,NA,14,55,NA,NA,NA,NA
11164,-93.75,42.25,2008,fall,240,220.5,NA,NA,NA,NA,42,70,NA,NA,NA,NA
11165,-93.75,42.25,2008,spring,NA,156.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
11166,-93.75,42.25,2009,fall,234.5,226,NA,NA,NA,NA,14,45,NA,NA,NA,NA
11167,-93.75,42.25,2010,fall,229.5,217,NA,NA,NA,NA,56,65,NA,NA,NA,NA
11168,-93.75,42.25,2010,spring,NA,180.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
11169,-93.75,42.25,2011,fall,254,223,NA,NA,NA,NA,14,30,NA,NA,NA,NA
11170,-93.75,42.25,2011,spring,NA,162,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11171,-93.75,42.25,2012,fall,223,213.5,NA,NA,NA,NA,49,30,NA,NA,NA,NA
11172,-93.75,42.25,2012,spring,131.5,142.5,NA,NA,NA,NA,28,30,NA,NA,NA,NA
11173,-93.75,42.25,2013,fall,256,220,NA,NA,NA,NA,49,55,NA,NA,NA,NA
11174,-93.75,42.25,2013,spring,NA,168,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11175,-93.75,42.25,2014,fall,226,213.5,NA,NA,NA,NA,98,250,NA,NA,NA,NA
11176,-93.75,42.25,2014,spring,171,171,NA,NA,NA,NA,7,25,NA,NA,NA,NA
11177,-93.75,42.25,2015,fall,217,224,NA,NA,NA,NA,63,245,NA,NA,NA,NA
11178,-93.75,42.25,2015,spring,142,169.5,NA,NA,NA,NA,28,30,NA,NA,NA,NA
11179,-93.75,42.25,2016,fall,256.5,245,NA,NA,NA,NA,182,265,NA,NA,NA,NA
11180,-93.75,42.25,2016,spring,134,168,NA,NA,NA,NA,14,55,NA,NA,NA,NA
11181,-93.75,42.25,2017,fall,235,220,NA,NA,NA,NA,427,425,NA,NA,NA,NA
11182,-93.75,42.25,2017,spring,151,166,NA,NA,NA,NA,91,155,NA,NA,NA,NA
11183,-93.75,42.25,2018,fall,213.5,209.5,NA,NA,NA,NA,84,380,NA,NA,NA,NA
11184,-93.75,42.25,2018,spring,NA,163.5,NA,NA,NA,NA,NA,70,NA,NA,NA,NA
11185,-93.75,44.75,1995,fall,NA,200,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11186,-93.75,44.75,1996,fall,NA,205,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11187,-93.75,44.75,1997,fall,NA,203,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11188,-93.75,44.75,1998,fall,NA,206,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11189,-93.75,44.75,1999,fall,NA,208,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11190,-93.75,44.75,2000,fall,NA,212,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11191,-93.75,44.75,2001,fall,210,210,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11192,-93.75,44.75,2002,fall,NA,207,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11193,-93.75,44.75,2003,fall,207,216,NA,NA,NA,NA,7,15,NA,NA,NA,NA
11194,-93.75,44.75,2011,spring,NA,155,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
11195,-93.75,44.75,2015,fall,NA,263,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11196,-93.75,44.75,2017,fall,NA,186,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11197,-93.75,45.25,2017,spring,176,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
11198,-93.75,45.25,2018,spring,NA,176,NA,NA,NA,NA,NA,20,NA,NA,NA,NA
11199,-93.75,47.75,1991,spring,NA,176,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11200,-93.75,49.25,2005,spring,NA,166,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11201,-94.25,29.75,1990,fall,NA,239,239,NA,NA,NA,NA,5,7,NA,NA,NA
11202,-94.25,29.75,1996,fall,NA,195,195,NA,NA,NA,NA,5,7,NA,NA,NA
11203,-94.25,29.75,1997,fall,NA,207,207,NA,NA,NA,NA,5,7,NA,NA,NA
11204,-94.25,29.75,1998,fall,NA,NA,192,NA,NA,NA,NA,NA,7,NA,NA,NA
11205,-94.25,29.75,1999,fall,NA,NA,184,NA,NA,NA,NA,NA,7,NA,NA,NA
11206,-94.25,29.75,2000,fall,NA,183,183,NA,NA,NA,NA,5,7,NA,NA,NA
11207,-94.25,29.75,2001,spring,181,169,169,NA,NA,169,7,10,14,NA,NA,8
11208,-94.25,29.75,2002,fall,NA,NA,188,NA,NA,NA,NA,NA,7,NA,NA,NA
11209,-94.25,29.75,2002,spring,NA,180,180,NA,NA,150.5,NA,5,7,NA,NA,8
11210,-94.25,29.75,2003,fall,NA,227,227,NA,NA,NA,NA,5,7,NA,NA,NA
11211,-94.25,29.75,2003,spring,NA,180,180,NA,NA,NA,NA,5,7,NA,NA,NA
11212,-94.25,29.75,2004,spring,NA,NA,172,NA,NA,NA,NA,NA,7,NA,NA,NA
11213,-94.25,29.75,2005,spring,NA,NA,177,NA,NA,NA,NA,NA,7,NA,NA,NA
11214,-94.25,29.75,2006,fall,NA,NA,190,NA,NA,NA,NA,NA,7,NA,NA,NA
11215,-94.25,30.25,2001,fall,182,NA,182,NA,NA,NA,7,NA,7,NA,NA,NA
11216,-94.25,30.25,2003,fall,NA,NA,194,NA,NA,NA,NA,NA,7,NA,NA,NA
11217,-94.25,30.25,2009,spring,NA,NA,136,NA,NA,NA,NA,NA,7,NA,NA,NA
11218,-94.25,30.25,2011,spring,79,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
11219,-94.25,30.25,2012,spring,NA,NA,105,NA,NA,NA,NA,NA,7,NA,NA,NA
11220,-94.25,30.25,2014,spring,103,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
11221,-94.25,30.25,2015,spring,NA,87,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11222,-94.25,30.25,2016,spring,94,94,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11223,-94.25,30.25,2017,spring,99,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
11224,-94.25,30.25,2018,spring,NA,119,119,NA,NA,NA,NA,5,7,NA,NA,NA
11225,-94.25,30.75,2001,fall,203,NA,203,NA,NA,NA,7,NA,7,NA,NA,NA
11226,-94.25,30.75,2003,fall,NA,NA,182,NA,NA,NA,NA,NA,14,NA,NA,NA
11227,-94.25,30.75,2007,spring,NA,125,125,NA,NA,NA,NA,5,7,NA,NA,NA
11228,-94.25,30.75,2008,spring,124,124,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11229,-94.25,30.75,2012,spring,NA,119,119,NA,NA,NA,NA,5,7,NA,NA,NA
11230,-94.25,31.25,2002,fall,NA,NA,242,NA,NA,NA,NA,NA,7,NA,NA,NA
11231,-94.25,31.25,2014,fall,NA,NA,291,NA,NA,NA,NA,NA,7,NA,NA,NA
11232,-94.25,32.25,2006,fall,NA,NA,295,NA,NA,NA,NA,NA,7,NA,NA,NA
11233,-94.25,32.75,2006,fall,NA,NA,315,NA,NA,NA,NA,NA,7,NA,NA,NA
11234,-94.25,32.75,2006,spring,NA,81.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
11235,-94.25,34.75,1999,spring,177,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
11236,-94.25,34.75,2001,fall,188,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
11237,-94.25,34.75,2002,fall,194,194,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11238,-94.25,34.75,2003,fall,195,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
11239,-94.25,34.75,2005,fall,190,190,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11240,-94.25,34.75,2007,fall,195,195,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11241,-94.25,34.75,2008,fall,194,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
11242,-94.25,34.75,2009,fall,192,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
11243,-94.25,34.75,2011,fall,NA,190,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11244,-94.25,34.75,2012,fall,189,NA,189,NA,NA,NA,7,NA,7,NA,NA,NA
11245,-94.25,34.75,2014,fall,193,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
11246,-94.25,34.75,2015,fall,192,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
11247,-94.25,34.75,2017,fall,196,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
11248,-94.25,34.75,2017,spring,NA,148,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11249,-94.25,35.75,1984,fall,195,195,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11250,-94.25,35.75,1991,fall,187,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
11251,-94.25,35.75,1992,fall,193,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
11252,-94.25,38.75,2006,fall,269,269,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11253,-94.25,38.75,2010,fall,260,271.5,NA,NA,NA,NA,7,50,NA,NA,NA,NA
11254,-94.25,38.75,2012,fall,247,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
11255,-94.25,38.75,2018,fall,195,195,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11256,-94.25,39.25,2003,fall,221,221,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11257,-94.25,39.25,2004,fall,220,220,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11258,-94.25,39.25,2005,fall,218,218,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11259,-94.25,39.25,2006,fall,NA,217,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11260,-94.25,39.25,2006,spring,NA,175,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11261,-94.25,39.25,2007,fall,216,216,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11262,-94.25,39.25,2007,spring,175,175,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11263,-94.25,39.25,2008,fall,NA,215,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11264,-94.25,39.25,2008,spring,180,180,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11265,-94.25,39.25,2009,fall,213,213,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11266,-94.25,39.25,2009,spring,NA,178,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11267,-94.25,39.25,2010,fall,NA,212,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11268,-94.25,39.25,2010,spring,NA,177,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11269,-94.25,39.25,2011,fall,211,211,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11270,-94.25,39.25,2011,spring,NA,177,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11271,-94.25,39.25,2012,fall,NA,210,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11272,-94.25,39.25,2012,spring,NA,178,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11273,-94.25,39.25,2013,fall,208,208,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11274,-94.25,39.25,2013,spring,NA,174,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11275,-94.25,39.25,2014,fall,207,207,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11276,-94.25,39.25,2014,spring,NA,173,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11277,-94.25,39.25,2015,fall,NA,206,206,NA,NA,NA,NA,5,7,NA,NA,NA
11278,-94.25,39.25,2015,spring,NA,162,137,NA,NA,NA,NA,10,7,NA,NA,NA
11279,-94.25,39.25,2016,fall,NA,212,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11280,-94.25,39.25,2017,fall,210,210,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11281,-94.25,39.25,2017,spring,176,176,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11282,-94.25,39.25,2018,fall,NA,219,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11283,-94.25,39.25,2018,spring,NA,181,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11284,-94.25,41.75,2008,fall,NA,203,NA,NA,NA,NA,NA,20,NA,NA,NA,NA
11285,-94.25,41.75,2008,spring,169.5,165,NA,NA,NA,NA,14,15,NA,NA,NA,NA
11286,-94.25,41.75,2009,fall,NA,211,NA,NA,NA,NA,NA,25,NA,NA,NA,NA
11287,-94.25,41.75,2009,spring,NA,173,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11288,-94.25,41.75,2014,fall,NA,191,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
11289,-94.25,41.75,2015,fall,NA,185,NA,NA,NA,NA,NA,30,NA,NA,NA,NA
11290,-94.25,41.75,2015,spring,NA,163,NA,NA,NA,NA,NA,20,NA,NA,NA,NA
11291,-94.25,41.75,2016,fall,NA,237,NA,NA,NA,NA,NA,30,NA,NA,NA,NA
11292,-94.25,41.75,2016,spring,NA,156,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11293,-94.25,41.75,2017,fall,248,245.5,NA,NA,NA,NA,70,60,NA,NA,NA,NA
11294,-94.25,41.75,2017,spring,NA,169,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
11295,-94.25,41.75,2018,fall,188,215,NA,NA,NA,NA,21,110,NA,NA,NA,NA
11296,-94.25,41.75,2018,spring,NA,169,NA,NA,NA,NA,NA,35,NA,NA,NA,NA
11297,-94.25,42.75,2015,fall,NA,196,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11298,-94.25,42.75,2015,spring,170,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
11299,-94.25,46.75,1993,fall,NA,192,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11300,-94.25,46.75,1994,fall,191,191,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11301,-94.25,46.75,1996,fall,NA,189,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11302,-94.25,46.75,1997,fall,NA,187,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11303,-94.25,46.75,1998,fall,187,187,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11304,-94.25,46.75,1999,fall,NA,187,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11305,-94.25,46.75,2000,fall,NA,188,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11306,-94.25,46.75,2001,fall,188,188,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11307,-94.25,46.75,2002,fall,NA,187,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11308,-94.25,46.75,2003,fall,187,187,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11309,-94.25,46.75,2004,fall,NA,190,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11310,-94.25,46.75,2005,fall,187,187,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11311,-94.25,46.75,2006,fall,NA,187,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11312,-94.25,46.75,2007,fall,NA,186,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11313,-94.25,46.75,2008,fall,NA,183,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11314,-94.25,46.75,2009,fall,NA,187,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11315,-94.25,46.75,2010,fall,NA,187,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11316,-94.25,46.75,2011,spring,NA,180,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11317,-94.25,46.75,2012,fall,189,189,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11318,-94.25,46.75,2013,fall,NA,188,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11319,-94.25,46.75,2014,fall,NA,186,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11320,-94.25,46.75,2015,fall,NA,188,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11321,-94.25,46.75,2016,fall,NA,188,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11322,-94.25,46.75,2017,fall,184,184,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11323,-94.25,46.75,2018,fall,NA,186,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
11324,-94.75,29.25,1989,fall,NA,204,204,NA,NA,NA,NA,5,7,NA,NA,NA
11325,-94.75,29.25,1990,fall,NA,210,210,NA,NA,NA,NA,5,7,NA,NA,NA
11326,-94.75,29.25,2000,fall,218,218,218,NA,NA,NA,7,5,7,NA,NA,NA
11327,-94.75,29.25,2001,fall,186,186,186,NA,NA,NA,7,5,7,NA,NA,NA
11328,-94.75,29.25,2002,fall,NA,260,208,NA,NA,NA,NA,10,7,NA,NA,NA
11329,-94.75,29.25,2004,fall,NA,183,183,NA,NA,NA,NA,5,7,NA,NA,NA
11330,-94.75,29.25,2005,fall,260,260,260,NA,NA,NA,7,5,7,NA,NA,NA
11331,-94.75,29.25,2006,fall,259,259,259,NA,NA,NA,7,5,7,NA,NA,NA
11332,-94.75,29.25,2007,fall,258,258,258,NA,NA,NA,7,5,7,NA,NA,NA
11333,-94.75,29.25,2014,spring,NA,18,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11334,-94.75,29.25,2017,fall,NA,301,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11335,-94.75,29.25,2018,fall,NA,304,248,NA,NA,NA,NA,15,98,NA,NA,NA
11336,-94.75,29.25,2018,spring,NA,175,164,NA,NA,NA,NA,5,28,NA,NA,NA
11337,-94.75,29.75,2000,fall,NA,NA,184,NA,NA,NA,NA,NA,7,NA,NA,NA
11338,-94.75,29.75,2001,fall,195,195,195,NA,NA,NA,7,5,7,NA,NA,NA
11339,-94.75,29.75,2001,spring,103,103,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11340,-94.75,29.75,2002,fall,187,187,187,NA,NA,NA,7,5,7,NA,NA,NA
11341,-94.75,29.75,2003,fall,186,NA,186,NA,NA,NA,7,NA,7,NA,NA,NA
11342,-94.75,29.75,2004,fall,NA,185,185,NA,NA,NA,NA,5,7,NA,NA,NA
11343,-94.75,29.75,2005,fall,274,274,274,NA,NA,NA,7,5,7,NA,NA,NA
11344,-94.75,29.75,2007,fall,293,307,307,NA,NA,NA,7,15,21,NA,NA,NA
11345,-94.75,29.75,2008,fall,NA,292,292,NA,NA,NA,NA,15,21,NA,NA,NA
11346,-94.75,29.75,2009,fall,276,NA,276,NA,NA,NA,7,NA,7,NA,NA,NA
11347,-94.75,29.75,2010,fall,NA,275,275,NA,NA,NA,NA,5,7,NA,NA,NA
11348,-94.75,29.75,2011,fall,NA,302,302,NA,NA,NA,NA,5,7,NA,NA,NA
11349,-94.75,29.75,2012,fall,280,280,280,NA,NA,NA,7,5,7,NA,NA,NA
11350,-94.75,29.75,2013,fall,NA,278,278,NA,NA,NA,NA,5,7,NA,NA,NA
11351,-94.75,29.75,2014,fall,277,277,277,NA,NA,NA,7,5,7,NA,NA,NA
11352,-94.75,29.75,2015,fall,NA,276,276,NA,NA,NA,NA,5,7,NA,NA,NA
11353,-94.75,29.75,2016,fall,NA,282,282,NA,NA,NA,NA,5,7,NA,NA,NA
11354,-94.75,30.25,1999,spring,NA,178,178,NA,NA,NA,NA,5,7,NA,NA,NA
11355,-94.75,30.25,2000,spring,NA,177,177,NA,NA,NA,NA,5,7,NA,NA,NA
11356,-94.75,30.25,2001,spring,175,175,175,NA,NA,NA,7,5,7,NA,NA,NA
11357,-94.75,30.25,2002,spring,NA,174,174,NA,NA,NA,NA,5,7,NA,NA,NA
11358,-94.75,30.25,2004,spring,NA,NA,172,NA,NA,NA,NA,NA,7,NA,NA,NA
11359,-94.75,30.25,2005,fall,288,288,288,NA,NA,NA,7,5,7,NA,NA,NA
11360,-94.75,30.25,2007,fall,NA,286,286,NA,NA,NA,NA,5,7,NA,NA,NA
11361,-94.75,30.25,2009,fall,NA,290,290,NA,NA,NA,NA,5,7,NA,NA,NA
11362,-94.75,30.25,2010,fall,288,288,288,NA,NA,NA,7,5,7,NA,NA,NA
11363,-94.75,30.25,2011,fall,NA,295,295,NA,NA,NA,NA,5,7,NA,NA,NA
11364,-94.75,30.25,2012,fall,NA,281,281,NA,NA,NA,NA,5,7,NA,NA,NA
11365,-94.75,30.25,2013,fall,NA,299,299,NA,NA,NA,NA,5,7,NA,NA,NA
11366,-94.75,30.25,2014,fall,NA,299,299,NA,NA,NA,NA,5,7,NA,NA,NA
11367,-94.75,30.25,2015,fall,NA,291,291,NA,NA,NA,NA,5,7,NA,NA,NA
11368,-94.75,30.25,2017,fall,294,294,294,NA,NA,NA,7,5,7,NA,NA,NA
11369,-94.75,30.25,2018,fall,NA,293,293,NA,NA,NA,NA,5,7,NA,NA,NA
11370,-94.75,31.25,2000,spring,NA,99,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11371,-94.75,31.25,2005,spring,NA,100,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11372,-94.75,31.25,2006,spring,NA,92,92,NA,NA,NA,NA,5,7,NA,NA,NA
11373,-94.75,31.25,2007,spring,91,91,91,NA,NA,NA,7,5,7,NA,NA,NA
11374,-94.75,31.25,2008,spring,NA,90,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11375,-94.75,31.25,2009,spring,88,88,NA,NA,NA,NA,7,5,NA,NA,NA,NA
11376,-94.75,32.25,2018,spring,NA,78,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11377,-94.75,33.25,1993,fall,NA,191,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
11378,-94.75,33.25,1999,fall,NA,196,196,NA,NA,NA,NA,5,7,NA,NA,NA
11379,-94.75,33.25,2000,fall,NA,NA,198,NA,NA,NA,NA,NA,7,NA,NA,NA
11380,-94.75,33.25,2001,fall,NA,NA,196,NA,NA,NA,NA,NA,7,NA,NA,NA
11381,-94.75,33.25,2002,fall,NA,NA,195,NA,NA,NA,NA,NA,7,NA,NA,NA
11382,-94.75,33.25,2003,fall,NA,NA,201,NA,NA,NA,NA,NA,7,NA,NA,NA
11383,-94.75,33.25,2004,fall,NA,NA,215,NA,NA,NA,NA,NA,7,NA,NA,NA
11384,-94.75,33.25,2005,fall,205,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
11385,-94.75,33.25,2006,fall,NA,NA,211,NA,NA,NA,NA,NA,7,NA,NA,NA
11386,-94.75,33.25,2007,fall,203,NA,203,NA,NA,NA,7,NA,7,NA,NA,NA
11387,-94.75,36.25,2001,fall,195,195,NA,NA,NA,NA,7,5,NA,NA,NA,NA
