"","lonid","latid","ObsYear","season","VANCAR.5.mean","DANPLE.5.mean","AGRAVAN.5.mean","EURPRO.5.mean","CHICAT.5.mean","ASCMON.5.mean"
"10659",-80.25,35.25,2008,"fall",NA,194,NA,NA,NA,NA
"10660",-80.25,35.25,2012,"fall",246,NA,309,NA,NA,NA
"10661",-80.25,35.75,2011,"fall",NA,232,NA,NA,NA,NA
"10662",-80.25,35.75,2016,"fall",NA,311,NA,NA,NA,NA
"10663",-80.25,35.75,2019,"fall",265,239,265,NA,NA,NA
"10664",-80.25,36.25,1995,"fall",190,190,NA,NA,NA,NA
"10665",-80.25,36.25,1996,"fall",NA,193,NA,NA,NA,NA
"10666",-80.25,36.25,1996,"spring",NA,181,NA,NA,NA,NA
"10667",-80.25,36.25,1997,"fall",NA,202,NA,NA,NA,NA
"10668",-80.25,36.25,1998,"fall",187,187,187,NA,NA,NA
"10669",-80.25,36.25,1999,"spring",NA,163,NA,NA,NA,NA
"10670",-80.25,36.25,2000,"spring",NA,169,NA,NA,NA,NA
"10671",-80.25,36.25,2001,"spring",NA,174,NA,NA,NA,NA
"10672",-80.25,36.25,2002,"spring",152,NA,NA,NA,NA,NA
"10673",-80.25,36.25,2003,"fall",186,186,NA,NA,NA,NA
"10674",-80.25,36.25,2004,"spring",157,NA,NA,NA,NA,NA
"10675",-80.25,36.25,2005,"spring",156,156,NA,NA,NA,NA
"10676",-80.25,36.25,2007,"fall",NA,237,NA,NA,NA,NA
"10677",-80.25,36.25,2008,"fall",236,236,236,NA,NA,NA
"10678",-80.25,36.25,2009,"fall",221,221,NA,NA,NA,NA
"10679",-80.25,36.25,2010,"fall",NA,220,NA,NA,NA,NA
"10680",-80.25,36.25,2011,"spring",155,155,NA,NA,NA,NA
"10681",-80.25,36.25,2013,"fall",201,NA,NA,NA,NA,NA
"10682",-80.25,36.25,2014,"spring",151,151,NA,NA,NA,NA
"10683",-80.25,36.25,2015,"fall",NA,234,NA,NA,NA,NA
"10684",-80.25,36.25,2016,"fall",NA,244,NA,NA,NA,NA
"10685",-80.25,36.25,2017,"fall",NA,228,NA,NA,NA,NA
"10686",-80.25,36.25,2018,"fall",NA,235,NA,NA,NA,NA
"10687",-80.25,36.75,1992,"fall",NA,231,NA,NA,NA,NA
"10688",-80.25,36.75,2014,"fall",248,248,NA,NA,NA,NA
"10689",-80.25,36.75,2016,"fall",252,241,NA,NA,NA,NA
"10690",-80.25,37.25,1997,"fall",NA,193,NA,NA,NA,NA
"10691",-80.25,37.25,1998,"spring",NA,178,NA,NA,NA,NA
"10692",-80.25,37.25,1999,"fall",NA,191,NA,NA,NA,NA
"10693",-80.25,37.25,2000,"fall",NA,190,NA,NA,NA,NA
"10694",-80.25,37.25,2001,"fall",194,194,NA,NA,NA,NA
"10695",-80.25,37.25,2002,"fall",NA,187,NA,NA,NA,NA
"10696",-80.25,37.25,2006,"fall",NA,290,NA,NA,NA,NA
"10697",-80.25,37.25,2011,"fall",NA,226,NA,NA,NA,NA
"10698",-80.25,37.25,2015,"fall",NA,232,NA,NA,NA,NA
"10699",-80.25,37.25,2016,"fall",NA,280,NA,NA,NA,NA
"10700",-80.25,37.25,2018,"fall",NA,284,NA,NA,NA,NA
"10701",-80.25,37.75,2016,"fall",NA,275,NA,NA,NA,NA
"10702",-80.25,38.25,2017,"fall",285,285,NA,NA,NA,NA
"10703",-80.25,39.75,1997,"spring",NA,138,NA,NA,NA,NA
"10704",-80.25,39.75,2005,"spring",162,162,NA,NA,NA,NA
"10705",-80.25,39.75,2008,"fall",NA,264,NA,NA,NA,NA
"10706",-80.25,39.75,2008,"spring",NA,171,NA,NA,NA,NA
"10707",-80.25,39.75,2012,"fall",238,238,NA,NA,NA,NA
"10708",-80.25,39.75,2016,"fall",NA,275,NA,NA,NA,NA
"10709",-80.25,40.25,2001,"fall",243,244.4,NA,NA,NA,NA
"10710",-80.25,40.25,2001,"spring",161,NA,NA,NA,NA,NA
"10711",-80.25,40.25,2004,"fall",235,235,NA,NA,NA,NA
"10712",-80.25,40.25,2005,"fall",218,218,NA,NA,NA,NA
"10713",-80.25,40.25,2007,"fall",NA,216,NA,NA,NA,NA
"10714",-80.25,40.25,2007,"spring",NA,167,NA,NA,NA,NA
"10715",-80.25,40.25,2010,"fall",NA,206,NA,NA,NA,NA
"10716",-80.25,40.25,2011,"fall",NA,228,NA,NA,NA,NA
"10717",-80.25,40.25,2012,"fall",221,239,NA,NA,NA,NA
"10718",-80.25,40.25,2016,"fall",NA,292,NA,NA,NA,NA
"10719",-80.25,40.25,2017,"fall",NA,235.8,NA,NA,NA,NA
"10720",-80.25,40.25,2018,"fall",NA,203,NA,NA,NA,NA
"10721",-80.25,40.75,2000,"fall",NA,184,NA,NA,NA,NA
"10722",-80.25,40.75,2000,"spring",NA,169,NA,NA,NA,NA
"10723",-80.25,40.75,2001,"fall",258,258,NA,NA,NA,NA
"10724",-80.25,40.75,2001,"spring",140,NA,NA,NA,NA,NA
"10725",-80.25,40.75,2002,"fall",NA,227.6,NA,NA,NA,NA
"10726",-80.25,40.75,2002,"spring",NA,176,NA,NA,NA,NA
"10727",-80.25,40.75,2003,"fall",219.6,237,NA,NA,NA,NA
"10728",-80.25,40.75,2003,"spring",NA,142,NA,NA,NA,NA
"10729",-80.25,40.75,2004,"fall",NA,225.8,NA,NA,NA,NA
"10730",-80.25,40.75,2004,"spring",NA,181,NA,NA,NA,NA
"10731",-80.25,40.75,2005,"fall",225,213,NA,NA,NA,NA
"10732",-80.25,40.75,2006,"fall",NA,231,NA,NA,NA,NA
"10733",-80.25,40.75,2007,"fall",NA,207.4,NA,NA,NA,NA
"10734",-80.25,40.75,2008,"fall",NA,252,NA,NA,NA,NA
"10735",-80.25,40.75,2009,"fall",NA,227,NA,NA,NA,NA
"10736",-80.25,40.75,2009,"spring",NA,172.8,NA,NA,NA,NA
"10737",-80.25,40.75,2010,"spring",153,NA,NA,NA,NA,NA
"10738",-80.25,40.75,2011,"fall",NA,216.6,NA,NA,NA,NA
"10739",-80.25,40.75,2012,"fall",255,255,NA,NA,NA,NA
"10740",-80.25,40.75,2012,"spring",NA,175,NA,NA,NA,NA
"10741",-80.25,40.75,2014,"fall",204,204,NA,NA,NA,NA
"10742",-80.25,40.75,2015,"fall",NA,238,NA,NA,NA,NA
"10743",-80.25,40.75,2015,"spring",NA,170,NA,NA,NA,NA
"10744",-80.25,40.75,2016,"fall",NA,231,NA,NA,NA,NA
"10745",-80.25,40.75,2017,"fall",189,223,NA,NA,NA,NA
"10746",-80.25,40.75,2018,"fall",NA,234.2,NA,NA,NA,NA
"10747",-80.25,40.75,2018,"spring",NA,171,NA,NA,NA,NA
"10748",-80.25,41.25,2001,"fall",203,203,NA,NA,NA,NA
"10749",-80.25,41.25,2003,"fall",NA,206,NA,NA,NA,NA
"10750",-80.25,41.25,2004,"fall",NA,211,NA,NA,NA,NA
"10751",-80.25,41.25,2005,"fall",203,197,NA,NA,NA,NA
"10752",-80.25,41.25,2006,"fall",NA,193.4,NA,NA,NA,NA
"10753",-80.25,41.25,2006,"spring",NA,175,NA,NA,NA,NA
"10754",-80.25,41.25,2007,"fall",NA,188,NA,NA,NA,NA
"10755",-80.25,41.25,2008,"fall",NA,194,NA,NA,NA,NA
"10756",-80.25,41.25,2009,"fall",192,192,NA,NA,NA,NA
"10757",-80.25,41.25,2010,"fall",NA,191,NA,NA,NA,NA
"10758",-80.25,41.25,2011,"fall",NA,190,NA,NA,NA,NA
"10759",-80.25,41.25,2012,"fall",NA,204,NA,NA,NA,NA
"10760",-80.25,41.25,2013,"fall",NA,187,NA,NA,NA,NA
"10761",-80.25,41.25,2014,"fall",NA,236,NA,NA,NA,NA
"10762",-80.25,41.25,2015,"fall",NA,192,NA,NA,NA,NA
"10763",-80.25,41.25,2016,"fall",NA,184,NA,NA,NA,NA
"10764",-80.25,41.25,2016,"spring",NA,182,NA,NA,NA,NA
"10765",-80.25,41.25,2017,"fall",189,189,NA,NA,NA,NA
"10766",-80.25,41.25,2017,"spring",NA,180,NA,NA,NA,NA
"10767",-80.25,41.25,2018,"fall",188,188,NA,NA,NA,NA
"10768",-80.25,41.25,2019,"fall",NA,220,NA,NA,NA,NA
"10769",-80.25,41.25,2019,"spring",NA,159,NA,NA,NA,NA
"10770",-80.25,41.75,2001,"fall",NA,209,NA,NA,NA,NA
"10771",-80.25,41.75,2004,"fall",NA,228,NA,NA,NA,NA
"10772",-80.25,41.75,2007,"fall",208,241,NA,NA,NA,NA
"10773",-80.25,41.75,2014,"fall",NA,213,NA,NA,NA,NA
"10774",-80.25,41.75,2015,"fall",NA,227,NA,NA,NA,NA
"10775",-80.25,41.75,2015,"spring",NA,143,NA,NA,NA,NA
"10776",-80.25,41.75,2016,"fall",NA,199,NA,NA,NA,NA
"10777",-80.25,41.75,2018,"fall",NA,246,NA,NA,NA,NA
"10778",-80.25,42.25,2002,"fall",NA,248,NA,NA,NA,NA
"10779",-80.25,42.25,2014,"fall",NA,213,NA,NA,NA,NA
"10780",-80.25,42.25,2016,"fall",NA,199,NA,NA,NA,NA
"10781",-80.25,42.75,1993,"fall",NA,184,NA,NA,NA,NA
"10782",-80.25,42.75,1994,"fall",NA,190,NA,NA,NA,NA
"10783",-80.25,42.75,1995,"fall",182,182,NA,NA,NA,NA
"10784",-80.25,42.75,1996,"fall",NA,188,NA,NA,NA,NA
"10785",-80.25,42.75,1997,"fall",NA,186,NA,NA,NA,NA
"10786",-80.25,42.75,1998,"fall",NA,186,NA,NA,NA,NA
"10787",-80.25,42.75,1999,"fall",NA,184,NA,NA,NA,NA
"10788",-80.25,42.75,2000,"fall",183,183,NA,NA,NA,NA
"10789",-80.25,42.75,2001,"fall",188,188,NA,NA,NA,NA
"10790",-80.25,42.75,2002,"fall",NA,187,NA,NA,NA,NA
"10791",-80.25,42.75,2003,"fall",NA,186,NA,NA,NA,NA
"10792",-80.25,42.75,2004,"fall",NA,185,NA,NA,NA,NA
"10793",-80.25,42.75,2005,"fall",183,183,NA,NA,NA,NA
"10794",-80.25,42.75,2006,"fall",182,182,NA,NA,NA,NA
"10795",-80.25,42.75,2007,"fall",NA,188,NA,NA,NA,NA
"10796",-80.25,42.75,2008,"fall",187,187,NA,NA,NA,NA
"10797",-80.25,42.75,2009,"fall",NA,185,NA,NA,NA,NA
"10798",-80.25,42.75,2010,"fall",NA,184,NA,NA,NA,NA
"10799",-80.25,42.75,2011,"fall",NA,183,NA,NA,NA,NA
"10800",-80.25,42.75,2012,"fall",189,189,NA,NA,NA,NA
"10801",-80.25,42.75,2013,"fall",187,187,NA,NA,NA,NA
"10802",-80.25,42.75,2014,"fall",186,186,NA,NA,NA,NA
"10803",-80.25,42.75,2015,"fall",NA,185,NA,NA,NA,NA
"10804",-80.25,42.75,2018,"fall",NA,188,NA,NA,NA,NA
"10805",-80.25,43.25,2006,"fall",NA,197,NA,NA,NA,NA
"10806",-80.25,43.25,2008,"fall",NA,195,NA,NA,NA,NA
"10807",-80.25,43.25,2009,"fall",NA,200,NA,NA,NA,NA
"10808",-80.25,43.25,2010,"fall",NA,191,NA,NA,NA,NA
"10809",-80.25,43.25,2011,"fall",NA,184,NA,NA,NA,NA
"10810",-80.25,43.25,2012,"fall",196,196,NA,NA,NA,NA
"10811",-80.25,43.25,2013,"fall",NA,201,NA,NA,NA,NA
"10812",-80.25,43.25,2015,"fall",NA,192,NA,NA,NA,NA
"10813",-80.25,43.25,2016,"fall",NA,198,NA,NA,NA,NA
"10814",-80.25,43.25,2017,"fall",196,196,NA,NA,NA,NA
"10815",-80.25,43.25,2018,"fall",NA,195,NA,NA,NA,NA
"10816",-80.25,43.75,2009,"fall",NA,208,NA,NA,NA,NA
"10817",-79.75,32.75,1992,"fall",191,NA,191,NA,NA,NA
"10818",-79.75,32.75,1993,"fall",NA,193,193,NA,NA,NA
"10819",-79.75,32.75,1994,"fall",NA,NA,191,NA,NA,NA
"10820",-79.75,32.75,1995,"fall",NA,NA,191,NA,NA,NA
"10821",-79.75,32.75,1996,"fall",NA,NA,195,NA,NA,NA
"10822",-79.75,32.75,1999,"fall",NA,NA,189,NA,NA,NA
"10823",-79.75,32.75,2000,"fall",NA,NA,189,NA,NA,NA
"10824",-79.75,32.75,2001,"fall",187,NA,187,NA,NA,NA
"10825",-79.75,32.75,2002,"fall",NA,NA,198,NA,NA,NA
"10826",-79.75,32.75,2003,"fall",NA,192,192,NA,NA,NA
"10827",-79.75,32.75,2005,"fall",NA,288,284.8,NA,NA,NA
"10828",-79.75,32.75,2014,"spring",178,NA,NA,NA,NA,NA
"10829",-79.75,32.75,2015,"fall",318,303.4,317.6,NA,NA,NA
"10830",-79.75,32.75,2016,"fall",NA,244,191,NA,NA,NA
"10831",-79.75,32.75,2017,"fall",305,311,313.2,NA,NA,NA
"10832",-79.75,32.75,2017,"spring",NA,160.6,NA,NA,NA,NA
"10833",-79.75,32.75,2018,"spring",NA,91,NA,NA,NA,NA
"10834",-79.75,33.25,2004,"fall",NA,NA,261,NA,NA,NA
"10835",-79.75,33.25,2004,"spring",150,NA,NA,NA,NA,NA
"10836",-79.75,33.25,2005,"fall",NA,NA,218,NA,NA,NA
"10837",-79.75,33.25,2007,"spring",NA,147,NA,NA,NA,NA
"10838",-79.75,33.25,2009,"fall",NA,249,249,NA,NA,NA
"10839",-79.75,33.25,2013,"fall",244,NA,NA,NA,NA,NA
"10840",-79.75,34.75,2009,"spring",152,NA,NA,NA,NA,NA
"10841",-79.75,35.25,2014,"fall",240,NA,NA,NA,NA,NA
"10842",-79.75,35.25,2017,"fall",278,278,278,NA,NA,NA
"10843",-79.75,36.25,1995,"fall",NA,189,NA,NA,NA,NA
"10844",-79.75,36.25,1996,"fall",NA,188,NA,NA,NA,NA
"10845",-79.75,36.25,1999,"fall",NA,212,NA,NA,NA,NA
"10846",-79.75,36.25,2000,"fall",NA,211,NA,NA,NA,NA
"10847",-79.75,36.25,2011,"fall",NA,219,NA,NA,NA,NA
"10848",-79.75,36.25,2012,"fall",236,236,NA,NA,NA,NA
"10849",-79.75,36.25,2013,"fall",NA,234,NA,NA,NA,NA
"10850",-79.75,36.25,2014,"fall",NA,240,NA,NA,NA,NA
"10851",-79.75,36.25,2015,"fall",NA,229,229,NA,NA,NA
"10852",-79.75,36.25,2016,"fall",NA,245,NA,NA,NA,NA
"10853",-79.75,36.25,2017,"fall",227,227,NA,NA,NA,NA
"10854",-79.75,36.25,2018,"fall",NA,239,NA,NA,NA,NA
"10855",-79.75,37.25,1993,"fall",NA,184,NA,NA,NA,NA
"10856",-79.75,37.25,1994,"spring",NA,181,NA,NA,NA,NA
"10857",-79.75,37.25,1996,"fall",NA,196,NA,NA,NA,NA
"10858",-79.75,37.25,1997,"fall",NA,193,NA,NA,NA,NA
"10859",-79.75,37.25,1998,"fall",200,193,NA,NA,NA,NA
"10860",-79.75,37.25,1999,"fall",NA,198,NA,NA,NA,NA
"10861",-79.75,37.25,2000,"fall",NA,204,NA,NA,NA,NA
"10862",-79.75,37.25,2001,"fall",200,200,NA,NA,NA,NA
"10863",-79.75,37.25,2001,"spring",180,175,NA,NA,NA,NA
"10864",-79.75,37.25,2002,"fall",235,194,NA,NA,NA,NA
"10865",-79.75,37.25,2003,"fall",193,193,NA,NA,NA,NA
"10866",-79.75,37.25,2004,"fall",NA,192,NA,NA,NA,NA
"10867",-79.75,37.25,2005,"fall",190,190,NA,NA,NA,NA
"10868",-79.75,37.25,2006,"fall",189,189,NA,NA,NA,NA
"10869",-79.75,37.25,2006,"spring",NA,175,NA,NA,NA,NA
"10870",-79.75,37.25,2007,"spring",NA,167,NA,NA,NA,NA
"10871",-79.75,37.25,2008,"fall",194,194,NA,NA,NA,NA
"10872",-79.75,37.25,2009,"fall",192,192,NA,NA,NA,NA
"10873",-79.75,37.25,2010,"fall",NA,191,NA,NA,NA,NA
"10874",-79.75,37.25,2011,"fall",NA,190,NA,NA,NA,NA
"10875",-79.75,37.25,2012,"fall",197,197,NA,NA,NA,NA
"10876",-79.75,37.25,2014,"fall",193,193,NA,NA,NA,NA
"10877",-79.75,37.25,2015,"fall",NA,192,NA,NA,NA,NA
"10878",-79.75,37.25,2016,"fall",NA,271,NA,NA,NA,NA
"10879",-79.75,37.25,2017,"fall",196,196,NA,NA,NA,NA
"10880",-79.75,37.25,2017,"spring",NA,174,NA,NA,NA,NA
"10881",-79.75,37.25,2018,"fall",NA,195,NA,NA,NA,NA
"10882",-79.75,37.75,1991,"spring",NA,180,NA,NA,NA,NA
"10883",-79.75,37.75,1992,"spring",179,179,NA,NA,NA,NA
"10884",-79.75,37.75,1995,"spring",168,168,NA,NA,NA,NA
"10885",-79.75,37.75,1996,"spring",167,167,NA,NA,NA,NA
"10886",-79.75,37.75,1997,"spring",NA,172,NA,NA,NA,NA
"10887",-79.75,37.75,2000,"spring",NA,169,NA,NA,NA,NA
"10888",-79.75,37.75,2001,"fall",271.6,276.8,NA,NA,NA,NA
"10889",-79.75,37.75,2002,"fall",NA,266.4,NA,NA,NA,NA
"10890",-79.75,37.75,2002,"spring",NA,180,NA,NA,NA,NA
"10891",-79.75,37.75,2003,"spring",NA,172,NA,NA,NA,NA
"10892",-79.75,37.75,2004,"fall",201,201,NA,NA,NA,NA
"10893",-79.75,37.75,2005,"fall",200,200,NA,NA,NA,NA
"10894",-79.75,37.75,2006,"spring",NA,175,NA,NA,NA,NA
"10895",-79.75,37.75,2007,"spring",NA,181,NA,NA,NA,NA
"10896",-79.75,37.75,2008,"spring",NA,180,NA,NA,NA,NA
"10897",-79.75,37.75,2009,"spring",171,171,NA,NA,NA,NA
"10898",-79.75,37.75,2010,"spring",NA,177,NA,NA,NA,NA
"10899",-79.75,37.75,2011,"spring",NA,176,NA,NA,NA,NA
"10900",-79.75,37.75,2012,"spring",NA,182,182,NA,NA,NA
"10901",-79.75,37.75,2013,"fall",NA,187,NA,NA,NA,NA
"10902",-79.75,37.75,2014,"spring",NA,179,NA,NA,NA,NA
"10903",-79.75,37.75,2015,"fall",NA,186,NA,NA,NA,NA
"10904",-79.75,37.75,2016,"spring",177,NA,NA,NA,NA,NA
"10905",-79.75,37.75,2017,"spring",NA,175,NA,NA,NA,NA
"10906",-79.75,37.75,2018,"spring",181,181,NA,NA,NA,NA
"10907",-79.75,38.25,1995,"fall",NA,203,NA,NA,NA,NA
"10908",-79.75,38.25,1996,"fall",NA,202,NA,NA,NA,NA
"10909",-79.75,38.25,1997,"fall",NA,207,NA,NA,NA,NA
"10910",-79.75,38.25,1998,"fall",NA,205,NA,NA,NA,NA
"10911",-79.75,38.25,1999,"fall",NA,184,NA,NA,NA,NA
"10912",-79.75,38.25,2000,"fall",NA,190,NA,NA,NA,NA
"10913",-79.75,38.25,2002,"fall",NA,186,NA,NA,NA,NA
"10914",-79.75,38.25,2002,"spring",180,NA,NA,NA,NA,NA
"10915",-79.75,38.25,2003,"fall",NA,193,NA,NA,NA,NA
"10916",-79.75,38.25,2004,"fall",NA,192,NA,NA,NA,NA
"10917",-79.75,38.25,2005,"fall",190,190,NA,NA,NA,NA
"10918",-79.75,38.25,2006,"fall",NA,190,NA,NA,NA,NA
"10919",-79.75,38.25,2007,"fall",NA,188,NA,NA,NA,NA
"10920",-79.75,38.25,2008,"fall",NA,187,NA,NA,NA,NA
"10921",-79.75,38.25,2009,"fall",NA,199,NA,NA,NA,NA
"10922",-79.75,38.25,2010,"fall",NA,191,NA,NA,NA,NA
"10923",-79.75,38.25,2011,"fall",NA,190,NA,NA,NA,NA
"10924",-79.75,38.25,2012,"fall",NA,196,NA,NA,NA,NA
"10925",-79.75,38.25,2015,"fall",192,192,NA,NA,NA,NA
"10926",-79.75,38.25,2016,"fall",NA,191,NA,NA,NA,NA
"10927",-79.75,38.25,2017,"fall",NA,189,NA,NA,NA,NA
"10928",-79.75,38.75,1998,"spring",NA,149,NA,NA,NA,NA
"10929",-79.75,39.25,2000,"spring",NA,161,NA,NA,NA,NA
"10930",-79.75,39.25,2005,"fall",NA,282,NA,NA,NA,NA
"10931",-79.75,39.25,2007,"fall",NA,238,NA,NA,NA,NA
"10932",-79.75,39.25,2008,"fall",NA,209,NA,NA,NA,NA
"10933",-79.75,39.25,2009,"fall",NA,200,NA,NA,NA,NA
"10934",-79.75,39.25,2010,"fall",NA,198,NA,NA,NA,NA
"10935",-79.75,39.25,2010,"spring",NA,178,NA,NA,NA,NA
"10936",-79.75,39.25,2011,"fall",NA,190,NA,NA,NA,NA
"10937",-79.75,39.25,2012,"fall",NA,211,NA,NA,NA,NA
"10938",-79.75,39.25,2013,"fall",NA,211,NA,NA,NA,NA
"10939",-79.75,39.25,2014,"fall",NA,193,NA,NA,NA,NA
"10940",-79.75,39.75,2001,"fall",NA,223,NA,NA,NA,NA
"10941",-79.75,39.75,2004,"fall",NA,215,NA,NA,NA,NA
"10942",-79.75,39.75,2006,"spring",NA,168,NA,NA,NA,NA
"10943",-79.75,39.75,2015,"fall",NA,199.2,NA,NA,NA,NA
"10944",-79.75,40.25,1993,"fall",NA,297,NA,NA,NA,NA
"10945",-79.75,40.25,1995,"fall",280,286.4,NA,NA,NA,NA
"10946",-79.75,40.25,1996,"spring",NA,152.8,NA,NA,NA,NA
"10947",-79.75,40.25,1997,"fall",NA,280.8,NA,NA,NA,NA
"10948",-79.75,40.25,1997,"spring",122,145.4,NA,NA,NA,NA
"10949",-79.75,40.25,1998,"fall",289.8,283.8,NA,NA,NA,NA
"10950",-79.75,40.25,1998,"spring",NA,125,NA,NA,NA,NA
"10951",-79.75,40.25,1999,"fall",NA,273.8,NA,NA,NA,NA
"10952",-79.75,40.25,1999,"spring",NA,149.2,NA,NA,NA,NA
"10953",-79.75,40.25,2000,"fall",247.6,228.8,NA,NA,NA,NA
"10954",-79.75,40.25,2000,"spring",135,160.4,NA,NA,NA,NA
"10955",-79.75,40.25,2001,"fall",222.6,238.4,NA,NA,NA,NA
"10956",-79.75,40.25,2002,"fall",235.8,232,NA,NA,NA,NA
"10957",-79.75,40.25,2002,"spring",NA,169,NA,NA,NA,NA
"10958",-79.75,40.25,2003,"fall",268.2,236.4,NA,NA,NA,NA
"10959",-79.75,40.25,2003,"spring",103,NA,NA,NA,NA,NA
"10960",-79.75,40.25,2004,"fall",238.8,232.2,NA,NA,NA,NA
"10961",-79.75,40.25,2004,"spring",NA,143,NA,NA,NA,NA
"10962",-79.75,40.25,2005,"fall",266.2,223,NA,NA,NA,NA
"10963",-79.75,40.25,2005,"spring",140.8,158.6,NA,NA,NA,NA
"10964",-79.75,40.25,2006,"fall",NA,188.8,NA,NA,NA,NA
"10965",-79.75,40.25,2006,"spring",96,151.6,NA,NA,NA,NA
"10966",-79.75,40.25,2007,"fall",NA,229,NA,NA,NA,NA
"10967",-79.75,40.25,2008,"fall",NA,245,NA,NA,NA,NA
"10968",-79.75,40.25,2008,"spring",NA,174,NA,NA,NA,NA
"10969",-79.75,40.25,2011,"fall",NA,190,NA,NA,NA,NA
"10970",-79.75,40.25,2012,"fall",NA,231,NA,NA,NA,NA
"10971",-79.75,40.25,2014,"fall",285.4,278,NA,NA,NA,NA
"10972",-79.75,40.25,2015,"fall",NA,242,NA,NA,NA,NA
"10973",-79.75,40.25,2016,"fall",NA,253.6,NA,NA,NA,NA
"10974",-79.75,40.25,2017,"fall",196,196,NA,NA,NA,NA
"10975",-79.75,40.25,2018,"fall",NA,195,NA,NA,NA,NA
"10976",-79.75,40.75,2000,"fall",NA,214.6,NA,NA,NA,NA
"10977",-79.75,40.75,2001,"fall",209,203,NA,NA,NA,NA
"10978",-79.75,40.75,2003,"fall",NA,207,NA,NA,NA,NA
"10979",-79.75,40.75,2005,"spring",179,NA,NA,NA,NA,NA
"10980",-79.75,40.75,2006,"fall",NA,205.8,NA,NA,NA,NA
"10981",-79.75,40.75,2006,"spring",NA,166,NA,NA,NA,NA
"10982",-79.75,40.75,2008,"fall",NA,265,NA,NA,NA,NA
"10983",-79.75,40.75,2014,"fall",233,263,NA,NA,NA,NA
"10984",-79.75,40.75,2015,"fall",NA,238,NA,NA,NA,NA
"10985",-79.75,40.75,2015,"spring",NA,170,NA,NA,NA,NA
"10986",-79.75,40.75,2016,"fall",NA,247,NA,NA,NA,NA
"10987",-79.75,40.75,2016,"spring",NA,182,NA,NA,NA,NA
"10988",-79.75,40.75,2017,"fall",267.6,270.8,NA,NA,NA,NA
"10989",-79.75,40.75,2017,"spring",148,145.8,NA,NA,NA,NA
"10990",-79.75,40.75,2018,"fall",NA,214.8,NA,NA,NA,NA
"10991",-79.75,41.25,2005,"fall",197,197,NA,NA,NA,NA
"10992",-79.75,41.25,2006,"fall",NA,189,NA,NA,NA,NA
"10993",-79.75,41.25,2006,"spring",NA,175,NA,NA,NA,NA
"10994",-79.75,41.25,2014,"fall",NA,241,NA,NA,NA,NA
"10995",-79.75,41.25,2016,"fall",NA,289,NA,NA,NA,NA
"10996",-79.75,41.25,2017,"fall",266,189,NA,NA,NA,NA
"10997",-79.75,41.25,2017,"spring",NA,141,NA,NA,NA,NA
"10998",-79.75,41.25,2018,"fall",188,188,NA,NA,NA,NA
"10999",-79.75,41.25,2019,"spring",131,NA,NA,NA,NA,NA
"11000",-79.75,41.75,1977,"fall",NA,186,NA,NA,NA,NA
"11001",-79.75,41.75,1978,"fall",NA,189,NA,NA,NA,NA
"11002",-79.75,41.75,1979,"fall",NA,188,NA,NA,NA,NA
"11003",-79.75,41.75,1980,"fall",NA,188,NA,NA,NA,NA
"11004",-79.75,41.75,1981,"fall",NA,184,NA,NA,NA,NA
"11005",-79.75,41.75,1982,"fall",NA,186,NA,NA,NA,NA
"11006",-79.75,41.75,1983,"fall",186,186,NA,NA,NA,NA
"11007",-79.75,41.75,1984,"spring",NA,182,NA,NA,NA,NA
"11008",-79.75,41.75,2009,"fall",NA,215,NA,NA,NA,NA
"11009",-79.75,43.25,2002,"fall",NA,250,NA,NA,NA,NA
"11010",-79.75,43.25,2003,"fall",NA,235,NA,NA,NA,NA
"11011",-79.75,43.25,2007,"fall",NA,307,NA,NA,NA,NA
"11012",-79.75,43.75,2007,"spring",NA,153,NA,NA,NA,NA
"11013",-79.75,43.75,2014,"fall",NA,216,NA,NA,NA,NA
"11014",-79.75,43.75,2016,"fall",NA,194,NA,NA,NA,NA
"11015",-79.75,44.75,1994,"fall",NA,183,NA,NA,NA,NA
"11016",-79.75,44.75,1995,"fall",NA,184,NA,NA,NA,NA
"11017",-79.75,44.75,1997,"spring",NA,179,NA,NA,NA,NA
"11018",-79.75,44.75,1998,"spring",NA,178,NA,NA,NA,NA
"11019",-79.75,44.75,1999,"fall",NA,184,NA,NA,NA,NA
"11020",-79.75,44.75,2001,"spring",NA,176,NA,NA,NA,NA
"11021",-79.75,44.75,2002,"fall",NA,187,NA,NA,NA,NA
"11022",-79.75,44.75,2003,"fall",NA,186,NA,NA,NA,NA
"11023",-79.75,44.75,2014,"fall",NA,193,NA,NA,NA,NA
"11024",-79.75,44.75,2015,"fall",NA,185,NA,NA,NA,NA
"11025",-79.75,44.75,2016,"fall",NA,212,NA,NA,NA,NA
"11026",-79.75,45.25,1999,"spring",NA,177,NA,NA,NA,NA
"11027",-79.75,45.25,2000,"fall",NA,185,NA,NA,NA,NA
"11028",-79.75,45.25,2002,"spring",NA,174,NA,NA,NA,NA
"11029",-79.75,45.25,2003,"spring",NA,173,NA,NA,NA,NA
"11030",-79.75,45.25,2004,"spring",NA,179,NA,NA,NA,NA
"11031",-79.75,45.25,2005,"spring",176,176,NA,NA,NA,NA
"11032",-79.75,45.25,2006,"fall",NA,182,NA,NA,NA,NA
"11033",-79.75,45.25,2007,"spring",NA,181,NA,NA,NA,NA
"11034",-79.75,45.25,2008,"fall",NA,187,NA,NA,NA,NA
